Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.18     0.00    41596     0.00     0.00  std::enable_if<std::is_same<std::pair<int, int>, std::iterator_traits<std::_Rb_tree_const_iterator<std::pair<int, int> > >::value_type>::value, void>::type std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_insert_range_unique<std::_Rb_tree_const_iterator<std::pair<int, int> > >(std::_Rb_tree_const_iterator<std::pair<int, int> >, std::_Rb_tree_const_iterator<std::pair<int, int> >)
  0.00      0.18     0.00    41344     0.00     0.00  std::_Identity<std::pair<int, int> >::operator()(std::pair<int, int>&) const
  0.00      0.18     0.00    41344     0.00     0.00  std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<int, int> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<int, int> >*&, std::_Rb_tree_node_base*&)
  0.00      0.18     0.00    41344     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_get_insert_unique_pos(std::pair<int, int> const&)
  0.00      0.18     0.00    41344     0.00     0.00  std::_Rb_tree_node<std::pair<int, int> >*& std::forward<std::_Rb_tree_node<std::pair<int, int> >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<int, int> >*&>::type&)
  0.00      0.18     0.00    27766     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<std::_Rb_tree_node<std::pair<int, int> > >, std::_Rb_tree_node<std::pair<int, int> > >::_S_propagate_on_copy_assign()
  0.00      0.18     0.00    27766     0.00     0.00  std::_Rb_tree_node_base::_S_maximum(std::_Rb_tree_node_base*)
  0.00      0.18     0.00    27766     0.00     0.00  std::_Rb_tree_node_base::_S_minimum(std::_Rb_tree_node_base*)
  0.00      0.18     0.00    27766     0.00     0.00  std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::operator=(std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > const&)
  0.00      0.18     0.00    27766     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_S_maximum(std::_Rb_tree_node_base*)
  0.00      0.18     0.00    27766     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_S_minimum(std::_Rb_tree_node_base*)
  0.00      0.18     0.00    27766     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_leftmost()
  0.00      0.18     0.00    27766     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Reuse_or_alloc_node::_Reuse_or_alloc_node(std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >&)
  0.00      0.18     0.00    27766     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Reuse_or_alloc_node::~_Reuse_or_alloc_node()
  0.00      0.18     0.00    27766     0.00     0.00  std::_Rb_tree_node<std::pair<int, int> >* std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_copy<false, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Reuse_or_alloc_node>(std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > const&, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Reuse_or_alloc_node&)
  0.00      0.18     0.00    27766     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::operator=(std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > const&)
  0.00      0.18     0.00    20824     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> >(std::pair<int, int>*, std::pair<int, int>&&)
  0.00      0.18     0.00    20824     0.00     0.00  std::_Rb_tree_node<std::pair<int, int> >* std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node::operator()<std::pair<int, int> >(std::pair<int, int>&&) const
  0.00      0.18     0.00    20824     0.00     0.00  void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int, int> > > >::construct<std::pair<int, int>, std::pair<int, int> >(std::allocator<std::_Rb_tree_node<std::pair<int, int> > >&, std::pair<int, int>*, std::pair<int, int>&&)
  0.00      0.18     0.00    20824     0.00     0.00  std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::insert(std::pair<int, int>&&)
  0.00      0.18     0.00    20824     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<int, int> >, bool>::pair<std::_Rb_tree_iterator<std::pair<int, int> >, bool, true>(std::_Rb_tree_iterator<std::pair<int, int> >&&, bool&&)
  0.00      0.18     0.00    20824     0.00     0.00  std::pair<std::_Rb_tree_const_iterator<std::pair<int, int> >, bool>::pair<std::_Rb_tree_iterator<std::pair<int, int> >&, bool&, true>(std::_Rb_tree_iterator<std::pair<int, int> >&, bool&)
  0.00      0.18     0.00    20824     0.00     0.00  std::pair<int, int>::pair<int&, int&, true>(int&, int&)
  0.00      0.18     0.00    20824     0.00     0.00  std::_Rb_tree_iterator<std::pair<int, int> > std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_insert_<std::pair<int, int>, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<int, int>&&, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node&)
  0.00      0.18     0.00    20824     0.00     0.00  std::_Rb_tree_node<std::pair<int, int> >* std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_create_node<std::pair<int, int> >(std::pair<int, int>&&)
  0.00      0.18     0.00    20824     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<int, int> >, bool> std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_insert_unique<std::pair<int, int> >(std::pair<int, int>&&)
  0.00      0.18     0.00    20824     0.00     0.00  void std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_construct_node<std::pair<int, int> >(std::_Rb_tree_node<std::pair<int, int> >*, std::pair<int, int>&&)
  0.00      0.18     0.00    20824     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::begin()
  0.00      0.18     0.00    20824     0.00     0.00  std::remove_reference<std::pair<int, int>&>::type&& std::move<std::pair<int, int>&>(std::pair<int, int>&)
  0.00      0.18     0.00    20824     0.00     0.00  std::_Rb_tree_iterator<std::pair<int, int> >& std::forward<std::_Rb_tree_iterator<std::pair<int, int> >&>(std::remove_reference<std::_Rb_tree_iterator<std::pair<int, int> >&>::type&)
  0.00      0.18     0.00    20824     0.00     0.00  bool& std::forward<bool&>(std::remove_reference<bool&>::type&)
  0.00      0.18     0.00    20824     0.00     0.00  std::_Rb_tree_iterator<std::pair<int, int> >&& std::forward<std::_Rb_tree_iterator<std::pair<int, int> > >(std::remove_reference<std::_Rb_tree_iterator<std::pair<int, int> > >::type&)
  0.00      0.18     0.00    20824     0.00     0.00  bool&& std::forward<bool>(std::remove_reference<bool>::type&)
  0.00      0.18     0.00    20824     0.00     0.00  std::operator==(std::_Rb_tree_iterator<std::pair<int, int> > const&, std::_Rb_tree_iterator<std::pair<int, int> > const&)
  0.00      0.18     0.00      649     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > >::~new_allocator()
  0.00      0.18     0.00      649     0.00     0.00  std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > >::~allocator()
  0.00      0.18     0.00      648     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > >::new_allocator(__gnu_cxx::new_allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > > const&)
  0.00      0.18     0.00      648     0.00     0.00  std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > >::allocator(std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > > const&)
  0.00      0.18     0.00      648     0.00     0.00  std::_Vector_base<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >, std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > > >::_M_get_Tp_allocator()
  0.00      0.18     0.00      646     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > const*, std::vector<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >, std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > > > >::__normal_iterator(std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > const* const&)
  0.00      0.18     0.00      646     0.00     0.00  std::vector<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >, std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > > >* std::__addressof<std::vector<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >, std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > > > >(std::vector<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >, std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > > >&)
  0.00      0.18     0.00      325     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > >::_M_max_size() const
  0.00      0.18     0.00      324     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > >::deallocate(std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >*, unsigned long)
  0.00      0.18     0.00      324     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > >::allocate(unsigned long, void const*)
  0.00      0.18     0.00      324     0.00     0.03  void std::_Destroy_aux<false>::__destroy<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >*>(std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >*, std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >*)
  0.00      0.18     0.00      324     0.00     0.00  std::_Vector_base<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >, std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > > >::_M_allocate(unsigned long)
  0.00      0.18     0.00      324     0.00     0.00  std::_Vector_base<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >, std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > > >::_Vector_impl::_Vector_impl(std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > > const&)
  0.00      0.18     0.00      324     0.00     0.00  std::_Vector_base<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >, std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > > >::_Vector_impl::~_Vector_impl()
  0.00      0.18     0.00      324     0.00     0.00  std::_Vector_base<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >, std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > > >::_M_deallocate(std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >*, unsigned long)
  0.00      0.18     0.00      324     0.00     0.00  std::_Vector_base<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >, std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > > >::_M_create_storage(unsigned long)
  0.00      0.18     0.00      324     0.00     0.00  std::_Vector_base<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >, std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > > >::_Vector_impl_data::_Vector_impl_data()
  0.00      0.18     0.00      324     0.00     0.00  std::_Vector_base<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >, std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > > >::_Vector_base(unsigned long, std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > > const&)
  0.00      0.18     0.00      324     0.00     0.00  std::_Vector_base<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >, std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > > >::~_Vector_base()
  0.00      0.18     0.00      324     0.00     0.00  std::allocator_traits<std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > > >::deallocate(std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > >&, std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >*, unsigned long)
  0.00      0.18     0.00      324     0.00     0.00  std::allocator_traits<std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > > >::allocate(std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > >&, unsigned long)
  0.00      0.18     0.00      324     0.00     0.03  std::vector<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >, std::allocator<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > > > >::~vector()
  0.00      0.18     0.00      324     0.00     0.03  void std::_Destroy<std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >*>(std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >*, std::pair<int, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > > >*)
